NDF-RT Code	NDF-RT Name
N0000008818	Decreased Peripheral Nervous System Neurotensin Activity
N0000008819	Decreased Peripheral Nervous System Nitric Oxide Activity
N0000008820	Decreased Peripheral Nervous System Norepinephrine Activity
N0000008821	Decreased Peripheral Nervous System Organized Electrical Activity
N0000008822	Decreased Peripheral Nervous System Serotonin Activity
N0000008823	Decreased Peripheral Nervous System Substance P Activity
N0000008824	Decreased Peripheral Nervous System VIP Activity
N0000008825	Decreased Peripheral Respiratory Drive
N0000008826	Decreased Phagocytosis
N0000009971	Decreased Pharyngeal Mucosal Edema
N0000008760	Decreased Pharyngeal Secretions
N0000008773	Decreased PIF Activity
N0000008774	Decreased PIF Secretion
N0000008827	Decreased Pinocytosis
N0000008828	Decreased Placental Human Chorionic Gonadotropin Secretion
N0000008829	Decreased Platelet Activating Factor Activity
N0000008830	Decreased Platelet Activating Factor Degradation
N0000008831	Decreased Platelet Activating Factor Production
N0000008832	Decreased Platelet Aggregation
N0000175972	Decreased Platelet Production
N0000010246	Decreased Polymorphonuclear Leukocyte Migration
N0000008775	Decreased PRF Activity
N0000008776	Decreased PRF Secretion
N0000008833	Decreased Prolactin Secretion
N0000008834	Decreased Prostaglandin Activity
N0000008835	Decreased Prostaglandin Degradation
N0000008836	Decreased Prostaglandin Production
N0000008837	Decreased Prostatic Secretion
N0000008838	Decreased Prostatic Size
N0000008839	Decreased Protein Breakdown
N0000008840	Decreased Protein Modification
N0000008841	Decreased Protein Synthesis
N0000008842	Decreased Proximal Tubule Ca++ Excretion
N0000008843	Decreased Proximal Tubule Cl- Excretion
N0000008844	Decreased Proximal Tubule H+ Excretion
N0000008845	Decreased Proximal Tubule HCO3- Excretion
N0000008846	Decreased Proximal Tubule K+ Excretion
N0000008847	Decreased Proximal Tubule Mg++ Excretion
N0000008848	Decreased Proximal Tubule Na+ Excretion
N0000008849	Decreased Proximal Tubule PO4-- Excretion
N0000008850	Decreased Proximal Tubule SO4-- Excretion
N0000008777	Decreased PTH Secretion
N0000008851	Decreased Pyloric Sphincter Tone
N0000008854	Decreased Renal Ca++ Excretion
N0000008855	Decreased Renal Cl- Excretion
N0000008856	Decreased Renal H+ Excretion
N0000008857	Decreased Renal HCO3- Excretion
N0000008858	Decreased Renal Ion Excretion
N0000008859	Decreased Renal K+ Excretion
N0000008860	Decreased Renal Mg++ Excretion
N0000008861	Decreased Renal Na+ Excretion
N0000008862	Decreased Renal Organic Anion Excretion
N0000008863	Decreased Renal Organic Cation Excretion
N0000008864	Decreased Renal Organic Ion Excretion
N0000008865	Decreased Renal PO4-- Excretion
N0000008866	Decreased Renal SO4-- Excretion
N0000010239	Decreased Renal Urea Excretion
N0000009965	Decreased Respiratory Mucosal Edema
N0000008867	Decreased Respiratory Secretion Viscosity
N0000008868	Decreased Respiratory Secretions
N0000008869	Decreased Reverse Transcription to DNA
N0000008852	Decreased RNA Integrity
N0000008853	Decreased RNA Replication
N0000009982	Decreased Sebaceous Gland Activity
N0000009979	Decreased Sebaceous Gland Quantity
N0000008870	Decreased Sensory-Somatic Nervous System Acetylcholine Activity
N0000008871	Decreased Sensory-Somatic Nervous System Aspartate Activity
N0000008872	Decreased Sensory-Somatic Nervous System Brain Derived Neurotropic Activity
N0000008873	Decreased Sensory-Somatic Nervous System CCK Activity
N0000008874	Decreased Sensory-Somatic Nervous System Disorganized Electrical Activity
N0000008875	Decreased Sensory-Somatic Nervous System Dopamine Activity
N0000008876	Decreased Sensory-Somatic Nervous System Dynorphin Activity
N0000008877	Decreased Sensory-Somatic Nervous System Endorphin Activity
N0000008878	Decreased Sensory-Somatic Nervous System Enkephalin Activity
N0000008879	Decreased Sensory-Somatic Nervous System Epinephrine Activity
N0000008880	Decreased Sensory-Somatic Nervous System GABA Activity
N0000008881	Decreased Sensory-Somatic Nervous System Gastrin Activity
N0000008882	Decreased Sensory-Somatic Nervous System Glutamate Activity
N0000008883	Decreased Sensory-Somatic Nervous System Glycine Activity
N0000008884	Decreased Sensory-Somatic Nervous System Histamine Activity
N0000008885	Decreased Sensory-Somatic Nervous System Nerve Growth Factor Activity
N0000008886	Decreased Sensory-Somatic Nervous System Neurotensin Activity
N0000008887	Decreased Sensory-Somatic Nervous System Nitric Oxide Activity
N0000008888	Decreased Sensory-Somatic Nervous System Norepinephrine Activity
N0000008889	Decreased Sensory-Somatic Nervous System Organized Electrical Activity
N0000008890	Decreased Sensory-Somatic Nervous System Serotonin Activity
N0000008891	Decreased Sensory-Somatic Nervous System Substance P Activity
N0000008892	Decreased Sensory-Somatic Nervous System VIP Activity
N0000008893	Decreased Serotonin Activity
N0000008894	Decreased Serotonin Degradation
N0000008895	Decreased Serotonin Production
N0000009735	Decreased Skin Keratinization
N0000008897	Decreased Small Intestinal Motility
N0000008898	Decreased Small Intestinal Muscle Tone
N0000008899	Decreased Smooth Muscle Acetylcholine Activity
N0000008900	Decreased Smooth Muscle Aspartate Activity
N0000008901	Decreased Smooth Muscle Brain Derived Neurotropic Activity
N0000008902	Decreased Smooth Muscle CCK Activity
N0000008903	Decreased Smooth Muscle Disorganized Electrical Activity
N0000008904	Decreased Smooth Muscle Dopamine Activity
N0000008905	Decreased Smooth Muscle Dynorphin Activity
N0000008906	Decreased Smooth Muscle Endorphin Activity
N0000008907	Decreased Smooth Muscle Enkephalin Activity
N0000008908	Decreased Smooth Muscle Epinephrine Activity
N0000008909	Decreased Smooth Muscle GABA Activity
N0000008910	Decreased Smooth Muscle Gastrin Activity
N0000008911	Decreased Smooth Muscle Glutamate Activity
N0000008912	Decreased Smooth Muscle Glycine Activity
N0000008913	Decreased Smooth Muscle Histamine Activity
N0000008914	Decreased Smooth Muscle Nerve Growth Factor Activity
N0000008915	Decreased Smooth Muscle Neurotensin Activity
N0000008916	Decreased Smooth Muscle Nitric Oxide Activity
N0000008917	Decreased Smooth Muscle Norepinephrine Activity
N0000008918	Decreased Smooth Muscle Organized Electrical Activity
N0000008919	Decreased Smooth Muscle Serotonin Activity
N0000008920	Decreased Smooth Muscle Substance P Activity
N0000008921	Decreased Smooth Muscle VIP Activity
N0000008922	Decreased Somatostatin (SRIF) Activity
N0000008923	Decreased Somatostatin (SRIF) Secretion
N0000008924	Decreased Sperm Motility
N0000008925	Decreased Sphincter of Odi Tone
N0000008926	Decreased Spinal Cord Acetylcholine Activity
N0000008927	Decreased Spinal Cord Aspartate Activity
N0000008928	Decreased Spinal Cord Brain Derived Neurotropic Activity
N0000008929	Decreased Spinal Cord CCK Activity
N0000008930	Decreased Spinal Cord Disorganized Electrical Activity
N0000008931	Decreased Spinal Cord Dopamine Activity
N0000008932	Decreased Spinal Cord Dynorphin Activity
N0000008933	Decreased Spinal Cord Endorphin Activity
N0000008934	Decreased Spinal Cord Enkephalin Activity
N0000008935	Decreased Spinal Cord Epinephrine Activity
N0000008936	Decreased Spinal Cord GABA Activity
N0000008937	Decreased Spinal Cord Gastrin Activity
N0000008938	Decreased Spinal Cord Glutamate Activity
N0000008939	Decreased Spinal Cord Glycine Activity
N0000008940	Decreased Spinal Cord Histamine Activity
N0000008941	Decreased Spinal Cord Nerve Growth Factor Activity
N0000008942	Decreased Spinal Cord Neurotensin Activity
N0000008943	Decreased Spinal Cord Nitric Oxide Activity
N0000008944	Decreased Spinal Cord Norepinephrine Activity
N0000008945	Decreased Spinal Cord Organized Electrical Activity
N0000008946	Decreased Spinal Cord Serotonin Activity
N0000008947	Decreased Spinal Cord Substance P Activity
N0000008948	Decreased Spinal Cord VIP Activity
N0000010224	Decreased Sterol Synthesis
N0000008949	Decreased Striated Muscle Acetylcholine Activity
N0000008950	Decreased Striated Muscle Aspartate Activity
N0000008951	Decreased Striated Muscle Brain Derived Neurotropic Activity
N0000008952	Decreased Striated Muscle CCK Activity
N0000008953	Decreased Striated Muscle Contraction
N0000008954	Decreased Striated Muscle Disorganized Electrical Activity
N0000008955	Decreased Striated Muscle Dopamine Activity
N0000008956	Decreased Striated Muscle Dynorphin Activity
N0000008957	Decreased Striated Muscle Endorphin Activity
N0000008958	Decreased Striated Muscle Enkephalin Activity
N0000008959	Decreased Striated Muscle Epinephrine Activity
N0000008960	Decreased Striated Muscle GABA Activity
N0000008961	Decreased Striated Muscle Gastrin Activity
N0000008962	Decreased Striated Muscle Glutamate Activity
N0000008963	Decreased Striated Muscle Glycine Activity
N0000008964	Decreased Striated Muscle Histamine Activity
N0000008965	Decreased Striated Muscle Nerve Growth Factor Activity
N0000008966	Decreased Striated Muscle Neurotensin Activity
N0000008967	Decreased Striated Muscle Nitric Oxide Activity
N0000008968	Decreased Striated Muscle Norepinephrine Activity
N0000008969	Decreased Striated Muscle Organized Electrical Activity
N0000008970	Decreased Striated Muscle Serotonin Activity
N0000008971	Decreased Striated Muscle Substance P Activity
N0000175735	Decreased Striated Muscle Tone
N0000008972	Decreased Striated Muscle VIP Activity
N0000008973	Decreased Substance P Activity
N0000008974	Decreased Sympathetic Acetylcholine Activity
N0000175650	Decreased Sympathetic Activity
N0000008975	Decreased Sympathetic Aspartate Activity
N0000008976	Decreased Sympathetic Brain Derived Neurotropic Activity
N0000008977	Decreased Sympathetic CCK Activity
N0000008978	Decreased Sympathetic Disorganized Electrical Activity
N0000008979	Decreased Sympathetic Dopamine Activity
N0000008980	Decreased Sympathetic Dynorphin Activity
N0000008981	Decreased Sympathetic Endorphin Activity
N0000008982	Decreased Sympathetic Enkephalin Activity
N0000008983	Decreased Sympathetic Epinephrine Activity
N0000008984	Decreased Sympathetic GABA Activity
N0000008985	Decreased Sympathetic Gastrin Activity
N0000008986	Decreased Sympathetic Glutamate Activity
N0000008987	Decreased Sympathetic Glycine Activity
N0000008988	Decreased Sympathetic Histamine Activity
N0000008989	Decreased Sympathetic Nerve Growth Factor Activity
N0000008990	Decreased Sympathetic Neurotensin Activity
N0000008991	Decreased Sympathetic Nitric Oxide Activity
N0000008992	Decreased Sympathetic Norepinephrine Activity
N0000008993	Decreased Sympathetic Organized Electrical Activity
N0000008994	Decreased Sympathetic Serotonin Activity
N0000008995	Decreased Sympathetic Substance P Activity
N0000008996	Decreased Sympathetic VIP Activity
N0000182155	Decreased T Lymphocyte Activation
N0000008997	Decreased T Lymphocyte Destruction
N0000008998	Decreased T Lymphocyte Production
N0000009002	Decreased Testosterone Secretion
N0000009004	Decreased Thromboxane Activity
N0000009005	Decreased Thromboxane Degradation
N0000009006	Decreased Thromboxane Production
N0000009007	Decreased Thyroid Hormone Iodination
N0000009008	Decreased Thyroid Hormone Secretion
N0000009001	Decreased Thyroid Stimulating Hormone Secretion
N0000009970	Decreased Tracheo-Bronchial Mucosal Edema
N0000009009	Decreased Tracheo-Bronchial Secretions
N0000009010	Decreased Tracheobronchial Stretch Receptor Activity
N0000009011	Decreased Transcription to RNA
N0000008999	Decreased TRH Activity
N0000009000	Decreased TRH Secretion
N0000009012	Decreased UES Tone
N0000009976	Decreased Urethra Smooth Muscle Tone
N0000009013	Decreased Uric Acid Synthesis
N0000009014	Decreased Uterine Smooth Muscle Contraction or Tone
N0000009016	Decreased Vaginal Muscle Tone
N0000009017	Decreased Vaginal Secretion
N0000010252	Decreased Vascular Permeability
N0000010271	Decreased Vascular Smooth Muscle Tone
N0000009018	Decreased Vasopressin Secretion
N0000009019	Decreased Ventilatory Gas Flow
N0000009015	Decreased VIP Activity
N0000009934	Decreased Vitamin Uptake and Modification
N0000010287	Delay Conduction System Repolarization
N0000175851	Depigmenting Activity
N0000020073	Dermal Regeneration Activity
N0000009020	Dermatologic Activity Alteration
N0000009021	Digestive Alteration
N0000009022	Digestive/GI System Activity Alteration
N0000009023	Diminish Penile Erection
N0000009024	Disorganized Electrical Activity Alteration
N0000175358	Diuresis Alteration
N0000019996	DNA Alteration
N0000008379	DNA Integrity Alteration
N0000019997	DNA Methylation
N0000019999	DNA Methylation Decrease
N0000019998	DNA Methylation Increase
N0000008380	DNA Replication Alteration
N0000009025	Dopamine Activity Alteration
N0000009026	Dynorphin Activity Alteration
N0000009027	Electrical Activity Alteration
N0000009028	Embryonic & Fetal Alteration
N0000009029	Embryonic & Fetal Development Alteration
N0000009030	Embryonic & Fetal Growth Alteration
N0000009031	Embryonic & Fetal Viability Alteration
N0000009032	Embryonic Implantation Alteration
N0000009033	Emesis
N0000009034	Emesis Suppression
N0000009035	Emollient Activity
N0000009036	Endocrine Activity Alteration
N0000009037	Endocytosis Alteration
N0000009038	Endorphin Activity Alteration
N0000009039	Endothelial Coagulation Activity Alteration
N0000175674	Endothelial Proliferation Alteration
N0000009040	Enhance Penile Erection
N0000009041	Enkephalin Activity Alteration
N0000009042	Epinephrine Activity Alteration
N0000175673	Epithelial Proliferation Alteration
N0000009043	Exocytosis Alteration
N0000010230	Extracellular Communication
N0000009044	Female Reproductive System Activity Alteration
N0000175631	Fibrinolysis Alteration
N0000009053	Gamma Amino Butyric Acid (GABA) Activity Alteration
N0000009054	Gastric Acid Alteration
N0000009055	Gastric Mucous Secretion Alteration
N0000009056	Gastrin Activity Alteration
N0000175975	General Anesthesia
N0000009057	Generalized Systemic Effects
N0000009058	Genitourinary Arterial Vasoconstriction
N0000009059	Genitourinary Arterial Vasodilation
N0000175401	Genitourinary Arteriolar Vasoconstriction
N0000175385	Genitourinary Arteriolar Vasodilation
N0000009045	GHRH Activity Alteration
N0000009047	GHRH Secretion Alteration
N0000009048	GI Motility Alteration
N0000009049	GI Smooth Muscle Tone Alteration
N0000009060	Glomerular Filtration Pressure Alteration
N0000009061	Glucose Metabolism Alteration
N0000009062	Glutamate Activity Alteration
N0000009063	Glycine Activity Alteration
N0000009064	Glycogen Metabolism Alteration
N0000020041	Glycosaminoglycan Metabolism Alteration
N0000020043	Glycosaminoglycan Metabolism Decrease
N0000020042	Glycosaminoglycan Metabolism Increase
N0000020020	Glycosphingolipid Synthesis Alteration
N0000020022	Glycosphingolipid Synthesis Decrease
N0000020021	Glycosphingolipid Synthesis Increase
N0000009050	GnRH Activity Alteration
N0000009052	GnRH Secretion Alteration
N0000009051	Gonadotropin Releasing Hormone Alteration
N0000009046	Growth Hormone Releasing Hormone Alteration
N0000178320	Hair Follicle Alteration
N0000009065	Hematologic Activity Alteration
N0000009066	Hematological Cell Destruction Alteration
N0000175626	Hematological Cell Function Alteration
N0000009067	Hematological Cell Quantity Alteration
N0000009068	Hematopoiesis Alteration
N0000178323	Hematopoietic Stem Cell Function Alteration
N0000009069	Hemic/Lymphatic Activity Alteration
N0000175892	Hemorrheologic Alteration
N0000009070	Hemostasis Alteration
N0000009071	Histamine Activity Alteration
N0000185002	Humoral Immunity
N0000009072	Hypothalamic Endocrine Activity Alteration
N0000009073	Immunologic Activity Alteration
N0000009074	Immunologically Active Molecule Activity Alteration
N0000009075	Immunologically Active Molecule Degradation Alteration
N0000009076	Immunologically Active Molecule Production Alteration
N0000009077	Increase Spermatogenesis
N0000009079	Increased Acetylcholine Activity
N0000009080	Increased Adhesion Factor Activity
N0000009081	Increased Adhesion Factor Degradation
N0000009082	Increased Adhesion Factor Production
N0000009083	Increased Adrenal Epinephrine Secretion
N0000009084	Increased Adrenal Norepinephrine Secretion
N0000009078	Increased Adrenocorticotropic Hormone Secretion
N0000009085	Increased Anal Sphincter Tone
N0000009086	Increased Antibody Activity
N0000009087	Increased Antibody Degradation
N0000009088	Increased Antibody Production
N0000009089	Increased Aspartate Activity
N0000175645	Increased Autonomic Ganglionic Activity
N0000009090	Increased Autonomic Nervous System Acetylcholine Activity
N0000009091	Increased Autonomic Nervous System Aspartate Activity
N0000009092	Increased Autonomic Nervous System Brain Derived Neurotropic Activity
N0000009093	Increased Autonomic Nervous System CCK Activity
N0000009094	Increased Autonomic Nervous System Disorganized Electrical Activity
N0000009095	Increased Autonomic Nervous System Dopamine Activity
N0000009096	Increased Autonomic Nervous System Dynorphin Activity
N0000009097	Increased Autonomic Nervous System Endorphin Activity
N0000009098	Increased Autonomic Nervous System Enkephalin Activity
N0000009099	Increased Autonomic Nervous System Epinephrine Activity
N0000009100	Increased Autonomic Nervous System GABA Activity
N0000009101	Increased Autonomic Nervous System Gastrin Activity
N0000009102	Increased Autonomic Nervous System Glutamate Activity
N0000009103	Increased Autonomic Nervous System Glycine Activity
N0000009104	Increased Autonomic Nervous System Histamine Activity
N0000009105	Increased Autonomic Nervous System Nerve Growth Factor Activity
N0000009106	Increased Autonomic Nervous System Neurotensin Activity
N0000009107	Increased Autonomic Nervous System Nitric Oxide Activity
N0000009108	Increased Autonomic Nervous System Norepinephrine Activity
N0000009109	Increased Autonomic Nervous System Organized Electrical Activity
N0000009110	Increased Autonomic Nervous System Serotonin Activity
N0000009111	Increased Autonomic Nervous System Substance P Activity
N0000009112	Increased Autonomic Nervous System VIP Activity
N0000182158	Increased B Lymphocyte Activation
N0000009113	Increased B Lymphocyte Destruction
N0000009114	Increased B Lymphocyte Production
N0000020056	Increased Bile Iron Secretion
N0000009115	Increased Biliary Motility
N0000009116	Increased Bladder Contractility
N0000009117	Increased Bladder Sphincter Tone
N0000178478	Increased Blood Pressure
N0000175894	Increased Blood Viscosity
N0000009118	Increased Bradykinin Activity
N0000009119	Increased Bradykinin Degradation
N0000009120	Increased Bradykinin Production
N0000009121	Increased Brain Derived Neurotropic Activity
N0000009122	Increased Brain Stem Acetylcholine Activity
N0000009123	Increased Brain Stem Aspartate Activity
N0000009124	Increased Brain Stem Brain Derived Neurotropic Activity
N0000009125	Increased Brain Stem CCK Activity
N0000009126	Increased Brain Stem Disorganized Electrical Activity
N0000009127	Increased Brain Stem Dopamine Activity
N0000009128	Increased Brain Stem Dynorphin Activity
N0000009129	Increased Brain Stem Endorphin Activity
N0000009130	Increased Brain Stem Enkephalin Activity
N0000009131	Increased Brain Stem Epinephrine Activity
N0000009132	Increased Brain Stem GABA Activity
N0000009133	Increased Brain Stem Gastrin Activity
N0000009134	Increased Brain Stem Glutamate Activity
N0000009135	Increased Brain Stem Glycine Activity
N0000009136	Increased Brain Stem Histamine Activity
N0000009137	Increased Brain Stem Nerve Growth Factor Activity
N0000009138	Increased Brain Stem Neurotensin Activity
N0000009139	Increased Brain Stem Nitric Oxide Activity
N0000009140	Increased Brain Stem Norepinephrine Activity
N0000009141	Increased Brain Stem Organized Electrical Activity
N0000009142	Increased Brain Stem Serotonin Activity
N0000009143	Increased Brain Stem Substance P Activity
N0000009144	Increased Brain Stem VIP Activity
N0000009148	Increased Calcitonin Secretion
N0000010254	Increased Capillary Permeability
N0000009149	Increased Cardiac Muscle Acetylcholine Activity
N0000009150	Increased Cardiac Muscle Aspartate Activity
N0000009151	Increased Cardiac Muscle Brain Derived Neurotropic Activity
N0000009152	Increased Cardiac Muscle CCK Activity
N0000009153	Increased Cardiac Muscle Disorganized Electrical Activity
N0000009154	Increased Cardiac Muscle Dopamine Activity
N0000009155	Increased Cardiac Muscle Dynorphin Activity
N0000009156	Increased Cardiac Muscle Endorphin Activity
N0000009157	Increased Cardiac Muscle Enkephalin Activity
N0000009158	Increased Cardiac Muscle Epinephrine Activity
N0000009159	Increased Cardiac Muscle GABA Activity
N0000009160	Increased Cardiac Muscle Gastrin Activity
N0000009161	Increased Cardiac Muscle Glutamate Activity
N0000009162	Increased Cardiac Muscle Glycine Activity
N0000009163	Increased Cardiac Muscle Histamine Activity
N0000009164	Increased Cardiac Muscle Nerve Growth Factor Activity
N0000009165	Increased Cardiac Muscle Neurotensin Activity
N0000009166	Increased Cardiac Muscle Nitric Oxide Activity
N0000009167	Increased Cardiac Muscle Norepinephrine Activity
N0000009168	Increased Cardiac Muscle Organized Electrical Activity
N0000009169	Increased Cardiac Muscle Serotonin Activity
N0000009170	Increased Cardiac Muscle Substance P Activity
N0000009171	Increased Cardiac Muscle VIP Activity
N0000009145	Increased CCK Activity
N0000009172	Increased Cell Membrane Integrity
N0000009173	Increased Cell Membrane Synthesis & Repair
N0000009174	Increased Cell Wall Integrity
N0000009175	Increased Cell Wall Synthesis & Repair
N0000009176	Increased Cellular Death
N0000009177	Increased Cellular Locomotion
N0000009929	Increased Cellular Migration
N0000009178	Increased Central Nervous System Acetylcholine Activity
N0000009179	Increased Central Nervous System Aspartate Activity
N0000009180	Increased Central Nervous System Brain Derived Neurotropic Activity
N0000009181	Increased Central Nervous System CCK Activity
N0000009182	Increased Central Nervous System Disorganized Electrical Activity
N0000009183	Increased Central Nervous System Dopamine Activity
N0000009184	Increased Central Nervous System Dynorphin Activity
N0000009185	Increased Central Nervous System Endorphin Activity
N0000009186	Increased Central Nervous System Enkephalin Activity
N0000009187	Increased Central Nervous System Epinephrine Activity
N0000009188	Increased Central Nervous System GABA Activity
N0000009189	Increased Central Nervous System Gastrin Activity
N0000009190	Increased Central Nervous System Glutamate Activity
N0000009191	Increased Central Nervous System Glycine Activity
N0000009192	Increased Central Nervous System Histamine Activity
N0000009193	Increased Central Nervous System Nerve Growth Factor Activity
N0000009194	Increased Central Nervous System Neurotensin Activity
N0000009195	Increased Central Nervous System Nitric Oxide Activity
N0000009196	Increased Central Nervous System Norepinephrine Activity
N0000009197	Increased Central Nervous System Organized Electrical Activity
N0000009198	Increased Central Nervous System Serotonin Activity
N0000009199	Increased Central Nervous System Substance P Activity
N0000009200	Increased Central Nervous System VIP Activity
N0000009201	Increased Cerebellum Acetylcholine Activity
N0000009202	Increased Cerebellum Aspartate Activity
N0000009203	Increased Cerebellum Brain Derived Neurotropic Activity
N0000009204	Increased Cerebellum CCK Activity
N0000009205	Increased Cerebellum Disorganized Electrical Activity
N0000009206	Increased Cerebellum Dopamine Activity
N0000009207	Increased Cerebellum Dynorphin Activity
N0000009208	Increased Cerebellum Endorphin Activity
N0000009209	Increased Cerebellum Enkephalin Activity
N0000009210	Increased Cerebellum Epinephrine Activity
N0000009211	Increased Cerebellum GABA Activity
N0000009212	Increased Cerebellum Gastrin Activity
N0000009213	Increased Cerebellum Glutamate Activity
N0000009214	Increased Cerebellum Glycine Activity
N0000009215	Increased Cerebellum Histamine Activity
N0000009216	Increased Cerebellum Nerve Growth Factor Activity
N0000009217	Increased Cerebellum Neurotensin Activity
N0000009218	Increased Cerebellum Nitric Oxide Activity
N0000009219	Increased Cerebellum Norepinephrine Activity
N0000009220	Increased Cerebellum Organized Electrical Activity
N0000009221	Increased Cerebellum Serotonin Activity
N0000009222	Increased Cerebellum Substance P Activity
N0000009223	Increased Cerebellum VIP Activity
N0000009224	Increased Cerebral Cortex Acetylcholine Activity
N0000009225	Increased Cerebral Cortex Aspartate Activity
N0000009226	Increased Cerebral Cortex Brain Derived Neurotropic Activity
N0000009227	Increased Cerebral Cortex CCK Activity
N0000009228	Increased Cerebral Cortex Disorganized Electrical Activity
N0000009229	Increased Cerebral Cortex Dopamine Activity
N0000009230	Increased Cerebral Cortex Dynorphin Activity
N0000009231	Increased Cerebral Cortex Endorphin Activity
N0000009232	Increased Cerebral Cortex Enkephalin Activity
N0000009233	Increased Cerebral Cortex Epinephrine Activity
N0000009234	Increased Cerebral Cortex GABA Activity
N0000009235	Increased Cerebral Cortex Gastrin Activity
N0000009236	Increased Cerebral Cortex Glutamate Activity
N0000009237	Increased Cerebral Cortex Glycine Activity
N0000009238	Increased Cerebral Cortex Histamine Activity
N0000009239	Increased Cerebral Cortex Nerve Growth Factor Activity
N0000009240	Increased Cerebral Cortex Neurotensin Activity
N0000009241	Increased Cerebral Cortex Nitric Oxide Activity
N0000009242	Increased Cerebral Cortex Norepinephrine Activity
N0000009243	Increased Cerebral Cortex Organized Electrical Activity
N0000009244	Increased Cerebral Cortex Serotonin Activity
N0000009245	Increased Cerebral Cortex Substance P Activity
N0000009246	Increased Cerebral Cortex VIP Activity
N0000009247	Increased Cervical Dilation
N0000009248	Increased Cervical Smooth Muscle Tone
N0000009249	Increased Cholesterol Absorption
N0000009250	Increased Cholesterol Elimination
N0000010238	Increased Cholesterol Secretion
N0000009251	Increased Cholesterol Synthesis
N0000175979	Increased Coagulation Activity
N0000009252	Increased Coagulation Factor Activity
N0000009253	Increased Coagulation Factor Concentration
N0000184153	Increased Coagulation Factor IX Activity
N0000184157	Increased Coagulation Factor IX Concentration
N0000184156	Increased Coagulation Factor VII Concentration
N0000175914	Increased Coagulation Factor VIII Activity
N0000175915	Increased Coagulation Factor VIII Concentration
N0000184154	Increased Coagulation Factor X Activity
N0000184158	Increased Coagulation Factor X Concentration
N0000009254	Increased Collecting Duct Ca++ Excretion
N0000009255	Increased Collecting Duct Cl- Excretion
N0000009256	Increased Collecting Duct H+ Excretion
N0000009257	Increased Collecting Duct HCO3- Excretion
N0000009258	Increased Collecting Duct K+ Excretion
N0000009259	Increased Collecting Duct Mg++ Excretion
N0000009260	Increased Collecting Duct Na+ Excretion
N0000009261	Increased Collecting Duct PO4-- Excretion
N0000009262	Increased Collecting Duct SO4-- Excretion
N0000009263	Increased Collecting Duct Water Permeability
N0000009264	Increased Complement Activity
N0000009265	Increased Complement Degradation
N0000009266	Increased Complement Production
N0000009146	Increased CRH Activity
N0000009147	Increased CRH Secretion
N0000009267	Increased Cytokine Activity
N0000009268	Increased Cytokine Degradation
N0000009269	Increased Cytokine Production
N0000009937	Increased Dihydrotestosterone Secretion
N0000009272	Increased Disorganized Electrical Activity
N0000009273	Increased Distal Tubule Ca++ Excretion
N0000009274	Increased Distal Tubule Cl- Excretion
N0000009275	Increased Distal Tubule H+ Excretion
N0000009276	Increased Distal Tubule HCO3- Excretion
N0000009277	Increased Distal Tubule K+ Excretion
N0000009278	Increased Distal Tubule Mg++ Excretion
N0000009279	Increased Distal Tubule Na+ Excretion
N0000009280	Increased Distal Tubule PO4-- Excretion
N0000009281	Increased Distal Tubule SO4-- Excretion
N0000175359	Increased Diuresis
N0000175366	Increased Diuresis at Loop of Henle
N0000009270	Increased DNA Integrity
N0000009271	Increased DNA Replication
N0000009282	Increased Dopamine Activity
N0000009283	Increased Dynorphin Activity
N0000009284	Increased Eicosanoid Activity
N0000009285	Increased Eicosanoid Degradation
N0000009286	Increased Eicosanoid Production
N0000009287	Increased Embryonic & Fetal Growth
N0000009288	Increased Embryonic & Fetal Viability
N0000009289	Increased Embryonic Implantation
N0000009290	Increased Endocytosis
N0000009291	Increased Endorphin Activity
N0000009292	Increased Endothelial Coagulation Activity
N0000175677	Increased Endothelial Proliferation
N0000009293	Increased Enkephalin Activity
N0000009294	Increased Enteric Nervous System Acetylcholine Activity
N0000009295	Increased Enteric Nervous System Aspartate Activity
N0000009296	Increased Enteric Nervous System Brain Derived Neurotropic Activity
N0000009297	Increased Enteric Nervous System CCK Activity
N0000009298	Increased Enteric Nervous System Disorganized Electrical Activity
N0000009299	Increased Enteric Nervous System Dopamine Activity
N0000009300	Increased Enteric Nervous System Dynorphin Activity
N0000009301	Increased Enteric Nervous System Endorphin Activity
N0000009302	Increased Enteric Nervous System Enkephalin Activity
N0000009303	Increased Enteric Nervous System Epinephrine Activity
N0000009304	Increased Enteric Nervous System GABA Activity
N0000009305	Increased Enteric Nervous System Gastrin Activity
N0000009306	Increased Enteric Nervous System Glutamate Activity
N0000009307	Increased Enteric Nervous System Glycine Activity
N0000009308	Increased Enteric Nervous System Histamine Activity
N0000009309	Increased Enteric Nervous System Nerve Growth Factor Activity
N0000009310	Increased Enteric Nervous System Neurotensin Activity
N0000009311	Increased Enteric Nervous System Nitric Oxide Activity
N0000009312	Increased Enteric Nervous System Norepinephrine Activity
N0000009313	Increased Enteric Nervous System Organized Electrical Activity
N0000009314	Increased Enteric Nervous System Serotonin Activity
N0000009315	Increased Enteric Nervous System Substance P Activity
N0000009316	Increased Enteric Nervous System VIP Activity
N0000009317	Increased Epinephrine Activity
N0000175675	Increased Epithelial Proliferation
N0000009318	Increased Erythroid Cell Destruction
N0000009319	Increased Erythroid Cell Production
N0000009320	Increased Erythropoetin Secretion
N0000009321	Increased Esophageal Motility
