ATC_CODE,Dataset_source,ATC_Level_1,ATC_Level_2,ATC_Level_3,ATC_Level_4,ATC_Level_5
G03CA03,Corpus_2013,G,G03,G03C,G03CA,G03CA03
G03CA03,DanishDB,G,G03,G03C,G03CA,G03CA03
G03CA03,Drugbank,G,G03,G03C,G03CA,G03CA03
G03CA03,HEP,G,G03,G03C,G03CA,G03CA03
G03CA03,HIV,G,G03,G03C,G03CA,G03CA03
G03CA03,KEGG,G,G03,G03C,G03CA,G03CA03
G03CA03,NDFRT,G,G03,G03C,G03CA,G03CA03
G03CA03,PK_corpus,G,G03,G03C,G03CA,G03CA03
G03CA03,Twosides,G,G03,G03C,G03CA,G03CA03
G03CA53,CANCER,G,G03,G03C,G03CA,G03CA53
G03CA53,Corpus_2013,G,G03,G03C,G03CA,G03CA53
G03CA53,Drugbank,G,G03,G03C,G03CA,G03CA53
G03CA53,HEP,G,G03,G03C,G03CA,G03CA53
G03CA53,HIV,G,G03,G03C,G03CA,G03CA53
G03CA53,PK_corpus,G,G03,G03C,G03CA,G03CA53
G03DB01,CANCER,G,G03,G03D,G03DB,G03DB01
G03DB01,Drugbank,G,G03,G03D,G03DB,G03DB01
G03DB01,KEGG,G,G03,G03D,G03DB,G03DB01
G03DB01,Twosides,G,G03,G03D,G03DB,G03DB01
G03DB02,CANCER,G,G03,G03D,G03DB,G03DB02
G03DB02,Corpus_2013,G,G03,G03D,G03DB,G03DB02
G03DB02,Drugbank,G,G03,G03D,G03DB,G03DB02
G03DB02,HIV,G,G03,G03D,G03DB,G03DB02
G03DB02,KEGG,G,G03,G03D,G03DB,G03DB02
G03DB02,Twosides,G,G03,G03D,G03DB,G03DB02
G03EA01,CANCER,G,G03,G03E,G03EA,G03EA01
G03EA01,Corpus_2013,G,G03,G03E,G03EA,G03EA01
G03EA01,Drugbank,G,G03,G03E,G03EA,G03EA01
G03EA01,HEP,G,G03,G03E,G03EA,G03EA01
G03EA01,HIV,G,G03,G03E,G03EA,G03EA01
G03EA01,PK_corpus,G,G03,G03E,G03EA,G03EA01
G03EA02,CANCER,G,G03,G03E,G03EA,G03EA02
G03EA02,Corpus_2013,G,G03,G03E,G03EA,G03EA02
G03EA02,Drugbank,G,G03,G03E,G03EA,G03EA02
G03EA02,HEP,G,G03,G03E,G03EA,G03EA02
G03EA02,HIV,G,G03,G03E,G03EA,G03EA02
G03EA02,KEGG,G,G03,G03E,G03EA,G03EA02
G03EA02,PK_corpus,G,G03,G03E,G03EA,G03EA02
G03EA03,CANCER,G,G03,G03E,G03EA,G03EA03
G03EA03,Corpus_2013,G,G03,G03E,G03EA,G03EA03
G03EA03,Drugbank,G,G03,G03E,G03EA,G03EA03
G03EA03,HEP,G,G03,G03E,G03EA,G03EA03
G03EA03,HIV,G,G03,G03E,G03EA,G03EA03
G03EA03,PK_corpus,G,G03,G03E,G03EA,G03EA03
G03FA01,CANCER,G,G03,G03F,G03FA,G03FA01
G03FA01,Corpus_2011,G,G03,G03F,G03FA,G03FA01
G03FA01,Corpus_2013,G,G03,G03F,G03FA,G03FA01
G03FA01,DanishDB,G,G03,G03F,G03FA,G03FA01
G03FA01,Drugbank,G,G03,G03F,G03FA,G03FA01
G03FA01,HEP,G,G03,G03F,G03FA,G03FA01
G03FA01,HIV,G,G03,G03F,G03FA,G03FA01
G03FA01,KEGG,G,G03,G03F,G03FA,G03FA01
G03FA01,NLM_corpus,G,G03,G03F,G03FA,G03FA01
G03FA01,ONC_NI,G,G03,G03F,G03FA,G03FA01
G03FA01,PK_corpus,G,G03,G03F,G03FA,G03FA01
G03FA02,CANCER,G,G03,G03F,G03FA,G03FA02
G03FA02,Corpus_2013,G,G03,G03F,G03FA,G03FA02
G03FA02,Drugbank,G,G03,G03F,G03FA,G03FA02
G03FA02,HEP,G,G03,G03F,G03FA,G03FA02
G03FA02,HIV,G,G03,G03F,G03FA,G03FA02
G03FA02,KEGG,G,G03,G03F,G03FA,G03FA02
G03FA02,PK_corpus,G,G03,G03F,G03FA,G03FA02
G03FA03,CANCER,G,G03,G03F,G03FA,G03FA03
G03FA03,Corpus_2013,G,G03,G03F,G03FA,G03FA03
G03FA03,Drugbank,G,G03,G03F,G03FA,G03FA03
G03FA03,HEP,G,G03,G03F,G03FA,G03FA03
G03FA03,HIV,G,G03,G03F,G03FA,G03FA03
G03FA03,PK_corpus,G,G03,G03F,G03FA,G03FA03
G03FA04,CANCER,G,G03,G03F,G03FA,G03FA04
G03FA04,Corpus_2013,G,G03,G03F,G03FA,G03FA04
G03FA04,Drugbank,G,G03,G03F,G03FA,G03FA04
G03FA04,HEP,G,G03,G03F,G03FA,G03FA04
G03FA04,HIV,G,G03,G03F,G03FA,G03FA04
G03FA04,KEGG,G,G03,G03F,G03FA,G03FA04
G03FA04,PK_corpus,G,G03,G03F,G03FA,G03FA04
G03FA05,CANCER,G,G03,G03F,G03FA,G03FA05
G03FA05,Corpus_2013,G,G03,G03F,G03FA,G03FA05
G03FA05,Drugbank,G,G03,G03F,G03FA,G03FA05
G03FA05,HEP,G,G03,G03F,G03FA,G03FA05
G03FA05,HIV,G,G03,G03F,G03FA,G03FA05
G03FA05,PK_corpus,G,G03,G03F,G03FA,G03FA05
G03FA06,CANCER,G,G03,G03F,G03FA,G03FA06
G03FA06,Corpus_2013,G,G03,G03F,G03FA,G03FA06
G03FA06,Drugbank,G,G03,G03F,G03FA,G03FA06
G03FA06,HEP,G,G03,G03F,G03FA,G03FA06
G03FA06,HIV,G,G03,G03F,G03FA,G03FA06
G03FA06,KEGG,G,G03,G03F,G03FA,G03FA06
G03FA06,PK_corpus,G,G03,G03F,G03FA,G03FA06
G03FA07,CANCER,G,G03,G03F,G03FA,G03FA07
G03FA07,Corpus_2013,G,G03,G03F,G03FA,G03FA07
G03FA07,Drugbank,G,G03,G03F,G03FA,G03FA07
G03FA07,HEP,G,G03,G03F,G03FA,G03FA07
G03FA07,HIV,G,G03,G03F,G03FA,G03FA07
G03FA07,KEGG,G,G03,G03F,G03FA,G03FA07
G03FA07,PK_corpus,G,G03,G03F,G03FA,G03FA07
G03FA08,CANCER,G,G03,G03F,G03FA,G03FA08
G03FA08,Corpus_2013,G,G03,G03F,G03FA,G03FA08
G03FA08,Drugbank,G,G03,G03F,G03FA,G03FA08
G03FA08,HEP,G,G03,G03F,G03FA,G03FA08
G03FA08,HIV,G,G03,G03F,G03FA,G03FA08
G03FA08,PK_corpus,G,G03,G03F,G03FA,G03FA08
G03FA09,CANCER,G,G03,G03F,G03FA,G03FA09
G03FA09,Corpus_2013,G,G03,G03F,G03FA,G03FA09
G03FA09,Drugbank,G,G03,G03F,G03FA,G03FA09
G03FA09,HEP,G,G03,G03F,G03FA,G03FA09
G03FA09,HIV,G,G03,G03F,G03FA,G03FA09
G03FA09,PK_corpus,G,G03,G03F,G03FA,G03FA09
G03FA10,CANCER,G,G03,G03F,G03FA,G03FA10
G03FA10,Corpus_2013,G,G03,G03F,G03FA,G03FA10
G03FA10,Drugbank,G,G03,G03F,G03FA,G03FA10
G03FA10,HEP,G,G03,G03F,G03FA,G03FA10
G03FA10,HIV,G,G03,G03F,G03FA,G03FA10
G03FA10,KEGG,G,G03,G03F,G03FA,G03FA10
G03FA10,PK_corpus,G,G03,G03F,G03FA,G03FA10
G03FA11,CANCER,G,G03,G03F,G03FA,G03FA11
G03FA11,Corpus_2013,G,G03,G03F,G03FA,G03FA11
G03FA11,Drugbank,G,G03,G03F,G03FA,G03FA11
G03FA11,HEP,G,G03,G03F,G03FA,G03FA11
G03FA11,HIV,G,G03,G03F,G03FA,G03FA11
G03FA11,KEGG,G,G03,G03F,G03FA,G03FA11
G03FA11,ONC_NI,G,G03,G03F,G03FA,G03FA11
G03FA11,PK_corpus,G,G03,G03F,G03FA,G03FA11
G03FA12,CANCER,G,G03,G03F,G03FA,G03FA12
G03FA12,Corpus_2013,G,G03,G03F,G03FA,G03FA12
G03FA12,DanishDB,G,G03,G03F,G03FA,G03FA12
G03FA12,Drugbank,G,G03,G03F,G03FA,G03FA12
G03FA12,HEP,G,G03,G03F,G03FA,G03FA12
G03FA12,HIV,G,G03,G03F,G03FA,G03FA12
G03FA12,PK_corpus,G,G03,G03F,G03FA,G03FA12
G03FA13,CANCER,G,G03,G03F,G03FA,G03FA13
G03FA13,Corpus_2013,G,G03,G03F,G03FA,G03FA13
G03FA13,Drugbank,G,G03,G03F,G03FA,G03FA13
G03FA13,HEP,G,G03,G03F,G03FA,G03FA13
G03FA13,HIV,G,G03,G03F,G03FA,G03FA13
G03FA13,PK_corpus,G,G03,G03F,G03FA,G03FA13
G03FA14,CANCER,G,G03,G03F,G03FA,G03FA14
G03FA14,Corpus_2013,G,G03,G03F,G03FA,G03FA14
G03FA14,DanishDB,G,G03,G03F,G03FA,G03FA14
G03FA14,Drugbank,G,G03,G03F,G03FA,G03FA14
G03FA14,HEP,G,G03,G03F,G03FA,G03FA14
G03FA14,HIV,G,G03,G03F,G03FA,G03FA14
G03FA14,PK_corpus,G,G03,G03F,G03FA,G03FA14
G03FA15,CANCER,G,G03,G03F,G03FA,G03FA15
G03FA15,Corpus_2013,G,G03,G03F,G03FA,G03FA15
G03FA15,Drugbank,G,G03,G03F,G03FA,G03FA15
G03FA15,HEP,G,G03,G03F,G03FA,G03FA15
G03FA15,HIV,G,G03,G03F,G03FA,G03FA15
G03FA15,PK_corpus,G,G03,G03F,G03FA,G03FA15
G03FA16,CANCER,G,G03,G03F,G03FA,G03FA16
G03FA16,Corpus_2013,G,G03,G03F,G03FA,G03FA16
G03FA16,Drugbank,G,G03,G03F,G03FA,G03FA16
G03FA16,HEP,G,G03,G03F,G03FA,G03FA16
G03FA16,HIV,G,G03,G03F,G03FA,G03FA16
G03FA16,PK_corpus,G,G03,G03F,G03FA,G03FA16
G03FA17,CANCER,G,G03,G03F,G03FA,G03FA17
G03FA17,Corpus_2013,G,G03,G03F,G03FA,G03FA17
G03FA17,DanishDB,G,G03,G03F,G03FA,G03FA17
G03FA17,Drugbank,G,G03,G03F,G03FA,G03FA17
G03FA17,HEP,G,G03,G03F,G03FA,G03FA17
G03FA17,HIV,G,G03,G03F,G03FA,G03FA17
G03FA17,KEGG,G,G03,G03F,G03FA,G03FA17
G03FA17,PK_corpus,G,G03,G03F,G03FA,G03FA17
G03FB01,CANCER,G,G03,G03F,G03FB,G03FB01
G03FB01,Corpus_2013,G,G03,G03F,G03FB,G03FB01
G03FB01,Drugbank,G,G03,G03F,G03FB,G03FB01
G03FB01,HEP,G,G03,G03F,G03FB,G03FB01
G03FB01,HIV,G,G03,G03F,G03FB,G03FB01
G03FB01,KEGG,G,G03,G03F,G03FB,G03FB01
G03FB01,PK_corpus,G,G03,G03F,G03FB,G03FB01
G03FB02,CANCER,G,G03,G03F,G03FB,G03FB02
G03FB02,Corpus_2013,G,G03,G03F,G03FB,G03FB02
G03FB02,Drugbank,G,G03,G03F,G03FB,G03FB02
G03FB02,HEP,G,G03,G03F,G03FB,G03FB02
G03FB02,HIV,G,G03,G03F,G03FB,G03FB02
G03FB02,KEGG,G,G03,G03F,G03FB,G03FB02
G03FB02,PK_corpus,G,G03,G03F,G03FB,G03FB02
G03FB03,CANCER,G,G03,G03F,G03FB,G03FB03
G03FB03,Corpus_2013,G,G03,G03F,G03FB,G03FB03
G03FB03,Drugbank,G,G03,G03F,G03FB,G03FB03
G03FB03,HEP,G,G03,G03F,G03FB,G03FB03
G03FB03,HIV,G,G03,G03F,G03FB,G03FB03
G03FB03,KEGG,G,G03,G03F,G03FB,G03FB03
G03FB03,PK_corpus,G,G03,G03F,G03FB,G03FB03
G03FB04,CANCER,G,G03,G03F,G03FB,G03FB04
G03FB04,Corpus_2013,G,G03,G03F,G03FB,G03FB04
G03FB04,Drugbank,G,G03,G03F,G03FB,G03FB04
G03FB04,HEP,G,G03,G03F,G03FB,G03FB04
G03FB04,HIV,G,G03,G03F,G03FB,G03FB04
G03FB04,PK_corpus,G,G03,G03F,G03FB,G03FB04
G03FB05,CANCER,G,G03,G03F,G03FB,G03FB05
G03FB05,Corpus_2011,G,G03,G03F,G03FB,G03FB05
G03FB05,Corpus_2013,G,G03,G03F,G03FB,G03FB05
G03FB05,DanishDB,G,G03,G03F,G03FB,G03FB05
G03FB05,Drugbank,G,G03,G03F,G03FB,G03FB05
G03FB05,HEP,G,G03,G03F,G03FB,G03FB05
G03FB05,HIV,G,G03,G03F,G03FB,G03FB05
G03FB05,KEGG,G,G03,G03F,G03FB,G03FB05
G03FB05,NLM_corpus,G,G03,G03F,G03FB,G03FB05
G03FB05,ONC_NI,G,G03,G03F,G03FB,G03FB05
G03FB05,PK_corpus,G,G03,G03F,G03FB,G03FB05
G03FB06,CANCER,G,G03,G03F,G03FB,G03FB06
G03FB06,Corpus_2013,G,G03,G03F,G03FB,G03FB06
G03FB06,DanishDB,G,G03,G03F,G03FB,G03FB06
G03FB06,Drugbank,G,G03,G03F,G03FB,G03FB06
G03FB06,HEP,G,G03,G03F,G03FB,G03FB06
G03FB06,HIV,G,G03,G03F,G03FB,G03FB06
G03FB06,PK_corpus,G,G03,G03F,G03FB,G03FB06
G03FB07,CANCER,G,G03,G03F,G03FB,G03FB07
G03FB07,Corpus_2013,G,G03,G03F,G03FB,G03FB07
G03FB07,Drugbank,G,G03,G03F,G03FB,G03FB07
G03FB07,HEP,G,G03,G03F,G03FB,G03FB07
G03FB07,HIV,G,G03,G03F,G03FB,G03FB07
G03FB07,PK_corpus,G,G03,G03F,G03FB,G03FB07
G03FB08,CANCER,G,G03,G03F,G03FB,G03FB08
G03FB08,Corpus_2013,G,G03,G03F,G03FB,G03FB08
G03FB08,DanishDB,G,G03,G03F,G03FB,G03FB08
G03FB08,Drugbank,G,G03,G03F,G03FB,G03FB08
G03FB08,HEP,G,G03,G03F,G03FB,G03FB08
G03FB08,HIV,G,G03,G03F,G03FB,G03FB08
G03FB08,PK_corpus,G,G03,G03F,G03FB,G03FB08
G03FB09,CANCER,G,G03,G03F,G03FB,G03FB09
G03FB09,Corpus_2013,G,G03,G03F,G03FB,G03FB09
G03FB09,Drugbank,G,G03,G03F,G03FB,G03FB09
G03FB09,HEP,G,G03,G03F,G03FB,G03FB09
G03FB09,HIV,G,G03,G03F,G03FB,G03FB09
G03FB09,KEGG,G,G03,G03F,G03FB,G03FB09
G03FB09,ONC_NI,G,G03,G03F,G03FB,G03FB09
G03FB09,PK_corpus,G,G03,G03F,G03FB,G03FB09
G03FB10,CANCER,G,G03,G03F,G03FB,G03FB10
G03FB10,Corpus_2013,G,G03,G03F,G03FB,G03FB10
G03FB10,Drugbank,G,G03,G03F,G03FB,G03FB10
G03FB10,HEP,G,G03,G03F,G03FB,G03FB10
G03FB10,HIV,G,G03,G03F,G03FB,G03FB10
G03FB10,KEGG,G,G03,G03F,G03FB,G03FB10
G03FB10,ONC_NI,G,G03,G03F,G03FB,G03FB10
G03FB10,PK_corpus,G,G03,G03F,G03FB,G03FB10
G03FB11,CANCER,G,G03,G03F,G03FB,G03FB11
G03FB11,Corpus_2013,G,G03,G03F,G03FB,G03FB11
G03FB11,Drugbank,G,G03,G03F,G03FB,G03FB11
G03FB11,HEP,G,G03,G03F,G03FB,G03FB11
G03FB11,HIV,G,G03,G03F,G03FB,G03FB11
G03FB11,PK_corpus,G,G03,G03F,G03FB,G03FB11
G03FB12,CANCER,G,G03,G03F,G03FB,G03FB12
G03FB12,Corpus_2013,G,G03,G03F,G03FB,G03FB12
G03FB12,Drugbank,G,G03,G03F,G03FB,G03FB12
G03FB12,HEP,G,G03,G03F,G03FB,G03FB12
G03FB12,HIV,G,G03,G03F,G03FB,G03FB12
G03FB12,PK_corpus,G,G03,G03F,G03FB,G03FB12
G03HB01,CANCER,G,G03,G03H,G03HB,G03HB01
G03HB01,Corpus_2013,G,G03,G03H,G03HB,G03HB01
G03HB01,DanishDB,G,G03,G03H,G03HB,G03HB01
G03HB01,Drugbank,G,G03,G03H,G03HB,G03HB01
G03HB01,HEP,G,G03,G03H,G03HB,G03HB01
G03HB01,HIV,G,G03,G03H,G03HB,G03HB01
G03HB01,PK_corpus,G,G03,G03H,G03HB,G03HB01
G03XB02,CANCER,G,G03,G03X,G03XB,G03XB02
G03XB02,DanishDB,G,G03,G03X,G03XB,G03XB02
G03XB02,Drugbank,G,G03,G03X,G03XB,G03XB02
G03XB02,HIV,G,G03,G03X,G03XB,G03XB02
G03XB02,KEGG,G,G03,G03X,G03XB,G03XB02
G03AA01,CANCER,G,G03,G03A,G03AA,G03AA01
G03AA01,Corpus_2013,G,G03,G03A,G03AA,G03AA01
G03AA01,Drugbank,G,G03,G03A,G03AA,G03AA01
G03AA01,HEP,G,G03,G03A,G03AA,G03AA01
G03AA01,HIV,G,G03,G03A,G03AA,G03AA01
G03AA01,KEGG,G,G03,G03A,G03AA,G03AA01
G03AA01,NLM_corpus,G,G03,G03A,G03AA,G03AA01
G03AA01,PK_corpus,G,G03,G03A,G03AA,G03AA01
G03AA02,CANCER,G,G03,G03A,G03AA,G03AA02
G03AA02,Corpus_2013,G,G03,G03A,G03AA,G03AA02
G03AA02,Drugbank,G,G03,G03A,G03AA,G03AA02
G03AA02,HEP,G,G03,G03A,G03AA,G03AA02
G03AA02,HIV,G,G03,G03A,G03AA,G03AA02
G03AA02,NLM_corpus,G,G03,G03A,G03AA,G03AA02
G03AA02,PK_corpus,G,G03,G03A,G03AA,G03AA02
G03AA03,CANCER,G,G03,G03A,G03AA,G03AA03
G03AA03,Corpus_2013,G,G03,G03A,G03AA,G03AA03
G03AA03,Drugbank,G,G03,G03A,G03AA,G03AA03
G03AA03,HEP,G,G03,G03A,G03AA,G03AA03
G03AA03,HIV,G,G03,G03A,G03AA,G03AA03
G03AA03,NLM_corpus,G,G03,G03A,G03AA,G03AA03
G03AA03,PK_corpus,G,G03,G03A,G03AA,G03AA03
G03AA04,CANCER,G,G03,G03A,G03AA,G03AA04
G03AA04,Corpus_2013,G,G03,G03A,G03AA,G03AA04
G03AA04,Drugbank,G,G03,G03A,G03AA,G03AA04
G03AA04,HEP,G,G03,G03A,G03AA,G03AA04
G03AA04,HIV,G,G03,G03A,G03AA,G03AA04
G03AA04,NLM_corpus,G,G03,G03A,G03AA,G03AA04
G03AA04,PK_corpus,G,G03,G03A,G03AA,G03AA04
G03AA05,CANCER,G,G03,G03A,G03AA,G03AA05
G03AA05,Corpus_2011,G,G03,G03A,G03AA,G03AA05
G03AA05,Corpus_2013,G,G03,G03A,G03AA,G03AA05
G03AA05,Drugbank,G,G03,G03A,G03AA,G03AA05
G03AA05,HEP,G,G03,G03A,G03AA,G03AA05
G03AA05,HIV,G,G03,G03A,G03AA,G03AA05
G03AA05,KEGG,G,G03,G03A,G03AA,G03AA05
G03AA05,NLM_corpus,G,G03,G03A,G03AA,G03AA05
G03AA05,ONC_NI,G,G03,G03A,G03AA,G03AA05
G03AA05,PK_corpus,G,G03,G03A,G03AA,G03AA05
G03AA06,CANCER,G,G03,G03A,G03AA,G03AA06
G03AA06,Corpus_2013,G,G03,G03A,G03AA,G03AA06
G03AA06,Drugbank,G,G03,G03A,G03AA,G03AA06
G03AA06,HEP,G,G03,G03A,G03AA,G03AA06
G03AA06,HIV,G,G03,G03A,G03AA,G03AA06
G03AA06,KEGG,G,G03,G03A,G03AA,G03AA06
G03AA06,NLM_corpus,G,G03,G03A,G03AA,G03AA06
G03AA06,PK_corpus,G,G03,G03A,G03AA,G03AA06
G03AA07,CANCER,G,G03,G03A,G03AA,G03AA07
G03AA07,Corpus_2013,G,G03,G03A,G03AA,G03AA07
G03AA07,DanishDB,G,G03,G03A,G03AA,G03AA07
G03AA07,Drugbank,G,G03,G03A,G03AA,G03AA07
G03AA07,HEP,G,G03,G03A,G03AA,G03AA07
G03AA07,HIV,G,G03,G03A,G03AA,G03AA07
G03AA07,KEGG,G,G03,G03A,G03AA,G03AA07
G03AA07,NLM_corpus,G,G03,G03A,G03AA,G03AA07
G03AA07,ONC_NI,G,G03,G03A,G03AA,G03AA07
G03AA07,PK_corpus,G,G03,G03A,G03AA,G03AA07
G03AA08,CANCER,G,G03,G03A,G03AA,G03AA08
G03AA08,Corpus_2013,G,G03,G03A,G03AA,G03AA08
G03AA08,Drugbank,G,G03,G03A,G03AA,G03AA08
G03AA08,HEP,G,G03,G03A,G03AA,G03AA08
G03AA08,HIV,G,G03,G03A,G03AA,G03AA08
G03AA08,NLM_corpus,G,G03,G03A,G03AA,G03AA08
G03AA08,PK_corpus,G,G03,G03A,G03AA,G03AA08
G03AA09,CANCER,G,G03,G03A,G03AA,G03AA09
G03AA09,Corpus_2013,G,G03,G03A,G03AA,G03AA09
G03AA09,DanishDB,G,G03,G03A,G03AA,G03AA09
G03AA09,Drugbank,G,G03,G03A,G03AA,G03AA09
G03AA09,HEP,G,G03,G03A,G03AA,G03AA09
G03AA09,HIV,G,G03,G03A,G03AA,G03AA09
G03AA09,KEGG,G,G03,G03A,G03AA,G03AA09
G03AA09,NLM_corpus,G,G03,G03A,G03AA,G03AA09
G03AA09,ONC_NI,G,G03,G03A,G03AA,G03AA09
G03AA09,PK_corpus,G,G03,G03A,G03AA,G03AA09
G03AA10,CANCER,G,G03,G03A,G03AA,G03AA10
G03AA10,Corpus_2011,G,G03,G03A,G03AA,G03AA10
G03AA10,Corpus_2013,G,G03,G03A,G03AA,G03AA10
G03AA10,DanishDB,G,G03,G03A,G03AA,G03AA10
G03AA10,Drugbank,G,G03,G03A,G03AA,G03AA10
G03AA10,HEP,G,G03,G03A,G03AA,G03AA10
G03AA10,HIV,G,G03,G03A,G03AA,G03AA10
G03AA10,NLM_corpus,G,G03,G03A,G03AA,G03AA10
G03AA10,PK_corpus,G,G03,G03A,G03AA,G03AA10
G03AA11,CANCER,G,G03,G03A,G03AA,G03AA11
G03AA11,Corpus_2013,G,G03,G03A,G03AA,G03AA11
G03AA11,DanishDB,G,G03,G03A,G03AA,G03AA11
G03AA11,Drugbank,G,G03,G03A,G03AA,G03AA11
G03AA11,HEP,G,G03,G03A,G03AA,G03AA11
G03AA11,HIV,G,G03,G03A,G03AA,G03AA11
G03AA11,KEGG,G,G03,G03A,G03AA,G03AA11
G03AA11,NLM_corpus,G,G03,G03A,G03AA,G03AA11
G03AA11,PK_corpus,G,G03,G03A,G03AA,G03AA11
G03AA12,CANCER,G,G03,G03A,G03AA,G03AA12
G03AA12,Corpus_2013,G,G03,G03A,G03AA,G03AA12
G03AA12,DanishDB,G,G03,G03A,G03AA,G03AA12
G03AA12,Drugbank,G,G03,G03A,G03AA,G03AA12
G03AA12,HEP,G,G03,G03A,G03AA,G03AA12
G03AA12,HIV,G,G03,G03A,G03AA,G03AA12
G03AA12,NLM_corpus,G,G03,G03A,G03AA,G03AA12
G03AA12,PK_corpus,G,G03,G03A,G03AA,G03AA12
G03AA13,CANCER,G,G03,G03A,G03AA,G03AA13
G03AA13,Corpus_2013,G,G03,G03A,G03AA,G03AA13
G03AA13,DanishDB,G,G03,G03A,G03AA,G03AA13
G03AA13,Drugbank,G,G03,G03A,G03AA,G03AA13
G03AA13,HEP,G,G03,G03A,G03AA,G03AA13
G03AA13,HIV,G,G03,G03A,G03AA,G03AA13
G03AA13,KEGG,G,G03,G03A,G03AA,G03AA13
G03AA13,NLM_corpus,G,G03,G03A,G03AA,G03AA13
G03AA13,PK_corpus,G,G03,G03A,G03AA,G03AA13
G03AA14,CANCER,G,G03,G03A,G03AA,G03AA14
G03AA14,Corpus_2013,G,G03,G03A,G03AA,G03AA14
G03AA14,DanishDB,G,G03,G03A,G03AA,G03AA14
G03AA14,Drugbank,G,G03,G03A,G03AA,G03AA14
G03AA14,HEP,G,G03,G03A,G03AA,G03AA14
G03AA14,HIV,G,G03,G03A,G03AA,G03AA14
G03AA14,PK_corpus,G,G03,G03A,G03AA,G03AA14
G03AA15,CANCER,G,G03,G03A,G03AA,G03AA15
G03AA15,Corpus_2013,G,G03,G03A,G03AA,G03AA15
G03AA15,Drugbank,G,G03,G03A,G03AA,G03AA15
G03AA15,HEP,G,G03,G03A,G03AA,G03AA15
G03AA15,HIV,G,G03,G03A,G03AA,G03AA15
G03AA15,KEGG,G,G03,G03A,G03AA,G03AA15
G03AA15,NLM_corpus,G,G03,G03A,G03AA,G03AA15
G03AA15,PK_corpus,G,G03,G03A,G03AA,G03AA15
G03AA16,CANCER,G,G03,G03A,G03AA,G03AA16
G03AA16,Corpus_2013,G,G03,G03A,G03AA,G03AA16
G03AA16,DanishDB,G,G03,G03A,G03AA,G03AA16
G03AA16,Drugbank,G,G03,G03A,G03AA,G03AA16
G03AA16,HEP,G,G03,G03A,G03AA,G03AA16
G03AA16,HIV,G,G03,G03A,G03AA,G03AA16
G03AA16,NLM_corpus,G,G03,G03A,G03AA,G03AA16
G03AA16,PK_corpus,G,G03,G03A,G03AA,G03AA16
G03AA17,CANCER,G,G03,G03A,G03AA,G03AA17
G03AA17,Corpus_2013,G,G03,G03A,G03AA,G03AA17
G03AA17,Drugbank,G,G03,G03A,G03AA,G03AA17
G03AA17,HEP,G,G03,G03A,G03AA,G03AA17
G03AA17,HIV,G,G03,G03A,G03AA,G03AA17
G03AA17,PK_corpus,G,G03,G03A,G03AA,G03AA17
G04BD07,CANCER,G,G04,G04B,G04BD,G04BD07
G04BD07,Corpus_2013,G,G04,G04B,G04BD,G04BD07
G04BD07,DanishDB,G,G04,G04B,G04BD,G04BD07
G04BD07,Drugbank,G,G04,G04B,G04BD,G04BD07
G04BD07,HEP,G,G04,G04B,G04BD,G04BD07
G04BD07,HIV,G,G04,G04B,G04BD,G04BD07
G04BD07,KEGG,G,G04,G04B,G04BD,G04BD07
G04BD07,Twosides,G,G04,G04B,G04BD,G04BD07
G04CA01,CANCER,G,G04,G04C,G04CA,G04CA01
G04CA01,DanishDB,G,G04,G04C,G04CA,G04CA01
G04CA01,Drugbank,G,G04,G04C,G04CA,G04CA01
G04CA01,HEP,G,G04,G04C,G04CA,G04CA01
G04CA01,HIV,G,G04,G04C,G04CA,G04CA01
G04CA01,KEGG,G,G04,G04C,G04CA,G04CA01
G04CA01,NDFRT,G,G04,G04C,G04CA,G04CA01
G04CA01,Twosides,G,G04,G04C,G04CA,G04CA01
G04CA02,CANCER,G,G04,G04C,G04CA,G04CA02
G04CA02,Corpus_2013,G,G04,G04C,G04CA,G04CA02
G04CA02,DanishDB,G,G04,G04C,G04CA,G04CA02
G04CA02,Drugbank,G,G04,G04C,G04CA,G04CA02
G04CA02,HEP,G,G04,G04C,G04CA,G04CA02
G04CA02,HIV,G,G04,G04C,G04CA,G04CA02
G04CA02,KEGG,G,G04,G04C,G04CA,G04CA02
G04CA02,Twosides,G,G04,G04C,G04CA,G04CA02
G04CA51,CANCER,G,G04,G04C,G04CA,G04CA51
G04CA51,Drugbank,G,G04,G04C,G04CA,G04CA51
G04CA51,HEP,G,G04,G04C,G04CA,G04CA51
G04CA51,HIV,G,G04,G04C,G04CA,G04CA51
G04CA52,CANCER,G,G04,G04C,G04CA,G04CA52
G04CA52,Corpus_2013,G,G04,G04C,G04CA,G04CA52
G04CA52,DanishDB,G,G04,G04C,G04CA,G04CA52
G04CA52,Drugbank,G,G04,G04C,G04CA,G04CA52
G04CA52,HEP,G,G04,G04C,G04CA,G04CA52
G04CA52,HIV,G,G04,G04C,G04CA,G04CA52
G04CA52,KEGG,G,G04,G04C,G04CA,G04CA52
G04CA53,CANCER,G,G04,G04C,G04CA,G04CA53
G04CA53,Corpus_2013,G,G04,G04C,G04CA,G04CA53
G04CA53,DanishDB,G,G04,G04C,G04CA,G04CA53
G04CA53,Drugbank,G,G04,G04C,G04CA,G04CA53
G04CA53,HEP,G,G04,G04C,G04CA,G04CA53
G04CA53,HIV,G,G04,G04C,G04CA,G04CA53
